No,Nama Dokumen,Nomor Dokumen,Tanggal Dokumen,Jenis Dokumen,Isi Dokumen
902,Jadwal ujian tengah semester,SMKT-AD/AKD/902/2025,30 May 2025,Akademik,Dokumen 'Jadwal ujian tengah semester' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
903,Jadwal ujian akhir semester,SMKT-AD/AKD/903/2025,23 November 2025,Akademik,Dokumen 'Jadwal ujian akhir semester' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
904,Rekap nilai ujian praktik,SMKT-AD/EVL/904/2025,12 October 2025,Evaluasi,Dokumen 'Rekap nilai ujian praktik' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
905,Formulir cuti pegawai,SMKT-AD/KPG/905/2025,01 May 2025,Kepegawaian,Dokumen 'Formulir cuti pegawai' termasuk kategori kepegawaian yang memuat informasi resmi terkait kepegawaian di SMK Terpadu Ad-Dimyati.
906,Daftar nilai ujian akhir,SMKT-AD/SW/906/2025,21 March 2025,Siswa,Dokumen 'Daftar nilai ujian akhir' termasuk kategori siswa yang memuat informasi resmi terkait siswa di SMK Terpadu Ad-Dimyati.
907,Formulir pendaftaran siswa baru,SMKT-AD/SW/907/2025,15 August 2025,Siswa,Dokumen 'Formulir pendaftaran siswa baru' termasuk kategori siswa yang memuat informasi resmi terkait siswa di SMK Terpadu Ad-Dimyati.
908,Surat perintah tugas,SMKT-AD/KPG/908/2025,04 March 2025,Kepegawaian,Dokumen 'Surat perintah tugas' termasuk kategori kepegawaian yang memuat informasi resmi terkait kepegawaian di SMK Terpadu Ad-Dimyati.
909,Laporan hasil rapat,SMKT-AD/ADM/909/2025,26 November 2025,Administrasi,Dokumen 'Laporan hasil rapat' termasuk kategori administrasi yang memuat informasi resmi terkait administrasi di SMK Terpadu Ad-Dimyati.
910,Laporan monitoring kegiatan,SMKT-AD/EVL/910/2025,30 August 2025,Evaluasi,Dokumen 'Laporan monitoring kegiatan' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
911,Proposal kegiatan sekolah,SMKT-AD/ADM/911/2025,01 May 2025,Administrasi,Dokumen 'Proposal kegiatan sekolah' termasuk kategori administrasi yang memuat informasi resmi terkait administrasi di SMK Terpadu Ad-Dimyati.
912,Jadwal konsultasi wali kelas,SMKT-AD/SW/912/2025,26 November 2025,Siswa,Dokumen 'Jadwal konsultasi wali kelas' termasuk kategori siswa yang memuat informasi resmi terkait siswa di SMK Terpadu Ad-Dimyati.
913,Surat edaran sekolah,SMKT-AD/ADM/913/2025,21 September 2025,Administrasi,Dokumen 'Surat edaran sekolah' termasuk kategori administrasi yang memuat informasi resmi terkait administrasi di SMK Terpadu Ad-Dimyati.
914,Laporan realisasi anggaran,SMKT-AD/KUG/914/2025,27 December 2025,Keuangan,Dokumen 'Laporan realisasi anggaran' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
915,Dokumen standar kompetensi lulusan,SMKT-AD/KUR/915/2025,26 January 2025,Kurikulum,Dokumen 'Dokumen standar kompetensi lulusan' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
916,Laporan kas harian,SMKT-AD/KUG/916/2025,01 September 2025,Keuangan,Dokumen 'Laporan kas harian' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
917,Agenda kegiatan sekolah,SMKT-AD/ADM/917/2025,18 September 2025,Administrasi,Dokumen 'Agenda kegiatan sekolah' termasuk kategori administrasi yang memuat informasi resmi terkait administrasi di SMK Terpadu Ad-Dimyati.
918,Foto dokumentasi perbaikan,SMKT-AD/SRP/918/2025,31 December 2025,Sarana dan Prasarana,Dokumen 'Foto dokumentasi perbaikan' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
919,Laporan kerusakan fasilitas,SMKT-AD/SRP/919/2025,01 July 2025,Sarana dan Prasarana,Dokumen 'Laporan kerusakan fasilitas' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
920,Silabus pembelajaran,SMKT-AD/KUR/920/2025,15 March 2025,Kurikulum,Dokumen 'Silabus pembelajaran' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
921,Rencana anggaran tahunan,SMKT-AD/KUG/921/2025,15 January 2025,Keuangan,Dokumen 'Rencana anggaran tahunan' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
922,Laporan audit internal,SMKT-AD/KUG/922/2025,22 May 2025,Keuangan,Dokumen 'Laporan audit internal' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
923,Rekap nilai siswa per kelas,SMKT-AD/AKD/923/2025,01 April 2025,Akademik,Dokumen 'Rekap nilai siswa per kelas' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
924,Laporan keuangan semester,SMKT-AD/KUG/924/2025,10 August 2025,Keuangan,Dokumen 'Laporan keuangan semester' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
925,Rencana pengembangan kurikulum,SMKT-AD/KUR/925/2025,16 March 2025,Kurikulum,Dokumen 'Rencana pengembangan kurikulum' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
926,Daftar inventaris,SMKT-AD/SRP/926/2025,27 December 2025,Sarana dan Prasarana,Dokumen 'Daftar inventaris' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
927,Program semester,SMKT-AD/KUR/927/2025,10 September 2025,Kurikulum,Dokumen 'Program semester' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
928,Jadwal pemakaian lab,SMKT-AD/SRP/928/2025,01 June 2025,Sarana dan Prasarana,Dokumen 'Jadwal pemakaian lab' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
929,Daftar inventaris,SMKT-AD/SRP/929/2025,26 May 2025,Sarana dan Prasarana,Dokumen 'Daftar inventaris' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
930,Rekap data guru dan staf,SMKT-AD/KPG/930/2025,09 April 2025,Kepegawaian,Dokumen 'Rekap data guru dan staf' termasuk kategori kepegawaian yang memuat informasi resmi terkait kepegawaian di SMK Terpadu Ad-Dimyati.
931,Modul pembelajaran,SMKT-AD/KUR/931/2025,19 July 2025,Kurikulum,Dokumen 'Modul pembelajaran' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
932,Laporan monitoring kegiatan,SMKT-AD/EVL/932/2025,09 July 2025,Evaluasi,Dokumen 'Laporan monitoring kegiatan' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
933,Rekap nilai ujian praktik,SMKT-AD/EVL/933/2025,07 June 2025,Evaluasi,Dokumen 'Rekap nilai ujian praktik' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
934,Jadwal pemakaian lab,SMKT-AD/SRP/934/2025,26 June 2025,Sarana dan Prasarana,Dokumen 'Jadwal pemakaian lab' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
935,Bukti pengeluaran kas,SMKT-AD/KUG/935/2025,11 August 2025,Keuangan,Dokumen 'Bukti pengeluaran kas' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
936,Daftar hadir rapat,SMKT-AD/ADM/936/2025,10 September 2025,Administrasi,Dokumen 'Daftar hadir rapat' termasuk kategori administrasi yang memuat informasi resmi terkait administrasi di SMK Terpadu Ad-Dimyati.
937,Jadwal pemakaian lab,SMKT-AD/SRP/937/2025,04 June 2025,Sarana dan Prasarana,Dokumen 'Jadwal pemakaian lab' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
938,Dokumen standar kompetensi lulusan,SMKT-AD/KUR/938/2025,28 April 2025,Kurikulum,Dokumen 'Dokumen standar kompetensi lulusan' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
939,Daftar inventaris,SMKT-AD/SRP/939/2025,18 February 2025,Sarana dan Prasarana,Dokumen 'Daftar inventaris' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
940,Laporan kegiatan ekstrakurikuler,SMKT-AD/SW/940/2025,19 April 2025,Siswa,Dokumen 'Laporan kegiatan ekstrakurikuler' termasuk kategori siswa yang memuat informasi resmi terkait siswa di SMK Terpadu Ad-Dimyati.
941,Analisis hasil belajar siswa,SMKT-AD/EVL/941/2025,29 April 2025,Evaluasi,Dokumen 'Analisis hasil belajar siswa' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
942,Rencana pengembangan kurikulum,SMKT-AD/KUR/942/2025,22 February 2025,Kurikulum,Dokumen 'Rencana pengembangan kurikulum' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
943,Laporan kerusakan fasilitas,SMKT-AD/SRP/943/2025,17 April 2025,Sarana dan Prasarana,Dokumen 'Laporan kerusakan fasilitas' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
944,Surat peringatan kedisiplinan siswa,SMKT-AD/SW/944/2025,26 August 2025,Siswa,Dokumen 'Surat peringatan kedisiplinan siswa' termasuk kategori siswa yang memuat informasi resmi terkait siswa di SMK Terpadu Ad-Dimyati.
945,Jadwal ujian akhir semester,SMKT-AD/AKD/945/2025,10 March 2025,Akademik,Dokumen 'Jadwal ujian akhir semester' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
946,Form administrasi perizinan,SMKT-AD/ADM/946/2025,20 October 2025,Administrasi,Dokumen 'Form administrasi perizinan' termasuk kategori administrasi yang memuat informasi resmi terkait administrasi di SMK Terpadu Ad-Dimyati.
947,Rencana pengembangan kurikulum,SMKT-AD/KUR/947/2025,15 March 2025,Kurikulum,Dokumen 'Rencana pengembangan kurikulum' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
948,Analisis hasil belajar siswa,SMKT-AD/EVL/948/2025,29 August 2025,Evaluasi,Dokumen 'Analisis hasil belajar siswa' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
949,Rekap barang masuk dan keluar,SMKT-AD/SRP/949/2025,06 August 2025,Sarana dan Prasarana,Dokumen 'Rekap barang masuk dan keluar' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
950,Analisis hasil belajar siswa,SMKT-AD/EVL/950/2025,25 August 2025,Evaluasi,Dokumen 'Analisis hasil belajar siswa' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
951,Bukti penerimaan sumbangan,SMKT-AD/KUG/951/2025,27 September 2025,Keuangan,Dokumen 'Bukti penerimaan sumbangan' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
952,Surat pernyataan kerja sama,SMKT-AD/ADM/952/2025,27 December 2025,Administrasi,Dokumen 'Surat pernyataan kerja sama' termasuk kategori administrasi yang memuat informasi resmi terkait administrasi di SMK Terpadu Ad-Dimyati.
953,Laporan realisasi anggaran,SMKT-AD/KUG/953/2025,08 April 2025,Keuangan,Dokumen 'Laporan realisasi anggaran' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
954,Jadwal piket guru,SMKT-AD/KPG/954/2025,26 March 2025,Kepegawaian,Dokumen 'Jadwal piket guru' termasuk kategori kepegawaian yang memuat informasi resmi terkait kepegawaian di SMK Terpadu Ad-Dimyati.
955,Laporan monitoring kegiatan,SMKT-AD/EVL/955/2025,21 February 2025,Evaluasi,Dokumen 'Laporan monitoring kegiatan' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
956,Laporan hasil ujian,SMKT-AD/EVL/956/2025,21 March 2025,Evaluasi,Dokumen 'Laporan hasil ujian' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
957,Daftar siswa remedial,SMKT-AD/EVL/957/2025,26 June 2025,Evaluasi,Dokumen 'Daftar siswa remedial' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
958,Dokumen standar kompetensi lulusan,SMKT-AD/KUR/958/2025,30 October 2025,Kurikulum,Dokumen 'Dokumen standar kompetensi lulusan' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
959,Daftar inventaris,SMKT-AD/SRP/959/2025,17 March 2025,Sarana dan Prasarana,Dokumen 'Daftar inventaris' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
960,Proposal kegiatan sekolah,SMKT-AD/ADM/960/2025,14 August 2025,Administrasi,Dokumen 'Proposal kegiatan sekolah' termasuk kategori administrasi yang memuat informasi resmi terkait administrasi di SMK Terpadu Ad-Dimyati.
961,RPP mata pelajaran,SMKT-AD/KUR/961/2025,13 April 2025,Kurikulum,Dokumen 'RPP mata pelajaran' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
962,Laporan absensi pegawai,SMKT-AD/KPG/962/2025,11 June 2025,Kepegawaian,Dokumen 'Laporan absensi pegawai' termasuk kategori kepegawaian yang memuat informasi resmi terkait kepegawaian di SMK Terpadu Ad-Dimyati.
963,Rencana pengadaan barang,SMKT-AD/KUG/963/2025,09 May 2025,Keuangan,Dokumen 'Rencana pengadaan barang' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
964,Laporan kegiatan ekstrakurikuler,SMKT-AD/SW/964/2025,30 April 2025,Siswa,Dokumen 'Laporan kegiatan ekstrakurikuler' termasuk kategori siswa yang memuat informasi resmi terkait siswa di SMK Terpadu Ad-Dimyati.
965,Daftar inventaris,SMKT-AD/SRP/965/2025,18 June 2025,Sarana dan Prasarana,Dokumen 'Daftar inventaris' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
966,Laporan supervisi kelas,SMKT-AD/EVL/966/2025,23 January 2025,Evaluasi,Dokumen 'Laporan supervisi kelas' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
967,Surat peringatan kedisiplinan siswa,SMKT-AD/SW/967/2025,23 August 2025,Siswa,Dokumen 'Surat peringatan kedisiplinan siswa' termasuk kategori siswa yang memuat informasi resmi terkait siswa di SMK Terpadu Ad-Dimyati.
968,Bahan ajar kejuruan,SMKT-AD/KUR/968/2025,16 May 2025,Kurikulum,Dokumen 'Bahan ajar kejuruan' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
969,Jadwal pelajaran semester genap,SMKT-AD/AKD/969/2025,20 December 2025,Akademik,Dokumen 'Jadwal pelajaran semester genap' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
970,Daftar mata pelajaran,SMKT-AD/AKD/970/2025,20 September 2025,Akademik,Dokumen 'Daftar mata pelajaran' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
971,Kwitansi pembayaran kegiatan,SMKT-AD/KUG/971/2025,05 January 2025,Keuangan,Dokumen 'Kwitansi pembayaran kegiatan' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
972,Daftar siswa remedial,SMKT-AD/EVL/972/2025,06 April 2025,Evaluasi,Dokumen 'Daftar siswa remedial' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
973,Laporan kerusakan fasilitas,SMKT-AD/SRP/973/2025,30 July 2025,Sarana dan Prasarana,Dokumen 'Laporan kerusakan fasilitas' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
974,Form evaluasi kegiatan sekolah,SMKT-AD/EVL/974/2025,08 August 2025,Evaluasi,Dokumen 'Form evaluasi kegiatan sekolah' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
975,Laporan praktik kerja lapangan,SMKT-AD/AKD/975/2025,21 November 2025,Akademik,Dokumen 'Laporan praktik kerja lapangan' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
976,Foto dokumentasi perbaikan,SMKT-AD/SRP/976/2025,22 March 2025,Sarana dan Prasarana,Dokumen 'Foto dokumentasi perbaikan' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
977,Rekap nilai siswa per kelas,SMKT-AD/AKD/977/2025,02 July 2025,Akademik,Dokumen 'Rekap nilai siswa per kelas' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
978,Jadwal ujian akhir semester,SMKT-AD/AKD/978/2025,15 October 2025,Akademik,Dokumen 'Jadwal ujian akhir semester' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
979,Surat edaran sekolah,SMKT-AD/ADM/979/2025,29 September 2025,Administrasi,Dokumen 'Surat edaran sekolah' termasuk kategori administrasi yang memuat informasi resmi terkait administrasi di SMK Terpadu Ad-Dimyati.
980,Laporan audit internal,SMKT-AD/KUG/980/2025,18 March 2025,Keuangan,Dokumen 'Laporan audit internal' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
981,Daftar mata pelajaran,SMKT-AD/AKD/981/2025,24 November 2025,Akademik,Dokumen 'Daftar mata pelajaran' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
982,Surat tugas panitia,SMKT-AD/ADM/982/2025,18 June 2025,Administrasi,Dokumen 'Surat tugas panitia' termasuk kategori administrasi yang memuat informasi resmi terkait administrasi di SMK Terpadu Ad-Dimyati.
983,Formulir pendaftaran siswa baru,SMKT-AD/SW/983/2025,18 March 2025,Siswa,Dokumen 'Formulir pendaftaran siswa baru' termasuk kategori siswa yang memuat informasi resmi terkait siswa di SMK Terpadu Ad-Dimyati.
984,Laporan supervisi kelas,SMKT-AD/EVL/984/2025,16 May 2025,Evaluasi,Dokumen 'Laporan supervisi kelas' termasuk kategori evaluasi yang memuat informasi resmi terkait evaluasi di SMK Terpadu Ad-Dimyati.
985,Laporan realisasi anggaran,SMKT-AD/KUG/985/2025,06 July 2025,Keuangan,Dokumen 'Laporan realisasi anggaran' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
986,Laporan kegiatan ekstrakurikuler,SMKT-AD/SW/986/2025,22 March 2025,Siswa,Dokumen 'Laporan kegiatan ekstrakurikuler' termasuk kategori siswa yang memuat informasi resmi terkait siswa di SMK Terpadu Ad-Dimyati.
987,Laporan audit internal,SMKT-AD/KUG/987/2025,15 June 2025,Keuangan,Dokumen 'Laporan audit internal' termasuk kategori keuangan yang memuat informasi resmi terkait keuangan di SMK Terpadu Ad-Dimyati.
988,Daftar guru pengajar,SMKT-AD/AKD/988/2025,11 December 2025,Akademik,Dokumen 'Daftar guru pengajar' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
989,RPP mata pelajaran,SMKT-AD/KUR/989/2025,20 December 2025,Kurikulum,Dokumen 'RPP mata pelajaran' termasuk kategori kurikulum yang memuat informasi resmi terkait kurikulum di SMK Terpadu Ad-Dimyati.
990,Rekap barang masuk dan keluar,SMKT-AD/SRP/990/2025,27 March 2025,Sarana dan Prasarana,Dokumen 'Rekap barang masuk dan keluar' termasuk kategori sarana dan prasarana yang memuat informasi resmi terkait sarana dan prasarana di SMK Terpadu Ad-Dimyati.
991,Jadwal remedial,SMKT-AD/AKD/991/2025,07 December 2025,Akademik,Dokumen 'Jadwal remedial' termasuk kategori akademik yang memuat informasi resmi terkait akademik di SMK Terpadu Ad-Dimyati.
